2	1
3	2
4	1
5	0
6	5
7	1
8	4
9	4
10	8
11	1
12	2
13	3
14	1
15	3
16	9
17	5
18	13
19	14
20	19
21	1
22	0
23	7
24	23
25	0
26	15
27	3
28	24
29	7
30	22
31	4
32	6
33	26
34	10
35	11
36	1
37	12
38	30
39	35
40	1
41	8
42	2
43	26
44	5
45	37
46	7
47	21
48	25
49	3
50	20
51	20
52	15
53	19
54	31
55	52
56	41
57	2
58	5
59	13
60	53
61	2
62	18
63	45
64	7
65	34
66	64
67	64
68	43
69	30
70	1
71	15
72	28
73	41
74	69
75	66
76	24
77	5
78	40
79	37
80	30
81	44
82	44
83	7
84	25
85	10
86	18
87	35
88	55
89	85
90	27
91	48
92	79
93	86
94	54
95	73
96	81
97	61
98	35
99	9
100	35
