3949	3018
4650	2119
3881	704
664	1379
3632	3654
55	3889
3182	1834
1837	956
3729	3512
2773	2397
2256	1245
2232	1487
3704	3382
3960	1427
3482	1507
3244	21
1504	4646
4093	2202
3230	3802
1720	341
4573	3058
3852	1068
3242	4752
1891	1851
2774	606
845	2509
4862	108
3839	443
1963	502
411	1699
1076	217
1289	2309
3975	3683
2563	4356
4167	2220
2775	2096
2598	3093
1653	3868
4708	2835
3720	849
3416	2551
4178	2926
3283	1805
3799	1018
3940	2583
4043	2152
781	1734
1080	4678
4901	2173
4392	1058
4055	4889
2817	3216
864	449
3870	1725
278	3214
730	2761
4619	3470
615	1061
3153	4788
2661	2009
3968	4844
3830	1656
3770	1293
1845	2243
3039	4759
1367	1126
2420	2102
1843	3395
1439	83
1619	2681
1917	2173
3692	1704
3141	4497
3833	948
2357	3083
3043	1484
2610	4256
6	3102
653	906
3701	537
2736	1471
1206	1414
369	2886
63	3363
3589	4598
655	3885
2462	1773
4266	930
3495	2314
405	2657
4316	1961
4383	990
854	4272
1776	3974
2860	2378
4843	1555
3949	247
2311	4988
2666	701
4588	4965
4745	2952
3024	2214
459	1130
3081	4386
3351	4175
4748	710
1184	2287
1469	2828
1537	2768
4968	2268
2745	1832
3931	2574
4818	3076
4502	3838
4811	2800
1211	3852
2837	860
4568	2639
1290	4583
2284	757
2521	2026
1221	1465
4735	1763
2367	4506
3879	157
2841	2572
770	4744
2194	118
2122	4043
1313	4959
2768	2498
4218	149
373	1061
4748	2260
1926	4928
2247	1119
1560	944
3963	725
2275	385
963	4779
4843	1121
904	4515
58	1007
2075	1158
1057	3942
2154	3667
2701	4168
1828	2684
1246	1641
1783	601
2914	425
2614	1371
601	3845
3473	3143
4713	4131
236	4172
2794	2872
546	4891
2204	2921
1138	3651
2892	3442
4983	3126
2950	4253
1821	1188
3860	18
3343	4754
356	3223
870	2750
2919	1445
1892	1857
198	1944
1631	3025
1904	2976
3176	810
3582	2272
1163	2009
183	4699
185	2733
71	542
513	2066
4698	2013
670	3491
3751	1022
530	1707
1975	3092
824	3441
2069	3217
4630	1726
4391	4636
3857	3403
1538	2514
75	1907
2037	4220
503	2843
2116	4757
1093	1722
3212	919
681	3929
4246	4337
1038	4224
2525	14
2992	913
625	2236
127	3061
3110	1016
1375	1074
2038	2859
4189	3142
715	539
4340	4707
3681	1521
4364	1031
4856	3122
4484	1214
2943	4708
2287	1374
867	919
2666	3007
4744	3125
4941	1629
479	671
792	2092
309	1118
1533	1006
2204	963
1179	4459
4138	4275
1555	3446
4615	3739
2643	3192
821	268
303	556
4984	1770
1392	3670
1644	2143
1077	4136
598	4847
4862	2939
2523	3871
2119	710
3260	3415
265	2302
2227	825
476	595
4919	1910
921	666
3852	1028
1341	4852
158	4269
2503	114
2171	94
2890	2171
1768	3458
2925	2493
4132	3491
3064	2499
4721	3429
1794	753
2352	303
2805	441
4580	2990
3179	2640
2031	456
2002	3595
1785	3098
1210	1640
40	4783
1288	1274
1241	773
1787	3716
587	2213
1067	2233
612	2039
3793	3086
478	4336
3362	3605
1697	1761
3933	3639
636	1365
2364	3236
2318	4990
4135	2818
3359	4525
4491	3008
916	2484
2706	238
4718	4290
2036	3883
3796	186
4628	1779
2671	592
4157	2115
3827	642
1587	1817
246	2270
2430	4413
393	1150
3480	3806
3483	1708
1232	2802
141	2884
2271	4630
4600	1133
4424	742
2274	907
2949	2562
3656	4044
444	3614
4534	4052
4160	3748
4273	1176
636	263
853	2436
1866	1087
1834	4577
1050	1324
4585	2615
1142	4680
3213	3186
114	3134
1093	3028
2457	4825
310	735
1530	299
3020	1301
1097	3107
4313	1590
690	3241
2495	4669
3289	4681
527	543
1493	2441
3564	49
731	3665
353	4790
3206	654
2735	3474
3164	3163
1515	4677
1299	1013
148	4263
3923	217
2722	148
997	2229
4410	1693
2033	1320
1910	19
2006	254
4665	1072
993	4963
1736	364
4464	3747
1220	2961
2873	4740
4316	4011
796	4018
4416	1015
3919	909
592	1471
1344	1800
1810	3560
821	1920
1379	704
4719	415
197	191
749	2972
3598	3865
2309	4681
4705	300
3405	97
2374	3125
3216	3323
148	353
4068	2576
1599	443
952	837
45	305
570	3949
3690	2115
3694	1871
4451	874
4931	1063
4895	1168
3120	2043
2722	2801
1628	3412
1123	3501
1907	703
3477	3874
2596	4559
435	4554
3783	4241
4980	3830
4380	2684
3367	2327
3895	1955
496	988
4767	840
2831	3301
382	582
978	3515
4162	1219
3481	1473
3074	4504
2695	4755
4845	3023
4280	4490
1443	2240
2806	90
2719	1544
2918	776
4428	3782
2503	986
3261	4387
2210	309
3953	4438
4445	3101
2019	569
2658	1053
1359	4547
997	4923
4041	4739
4394	2607
3055	357
4436	3448
1903	1188
3539	699
3819	645
1941	4081
3480	2276
1357	147
4663	4902
4896	21
3506	1058
1876	2316
264	2476
483	4573
4036	1598
4805	1412
4896	4821
2581	2565
1471	3230
1458	2091
487	3940
4837	3755
4845	4696
3746	4564
2675	2923
2007	2101
3701	490
1721	2570
4497	4542
2478	3061
3660	4158
174	1701
2009	4164
1523	54
2156	1354
1359	2013
3909	1455
1148	4901
4112	1857
2430	419
1865	2488
2277	82
4198	1157
223	2668
2156	1198
1530	2694
4787	1319
3991	4879
1462	1949
4154	709
1394	1922
2614	3652
856	4065
4661	4715
2061	4821
1653	692
1878	106
983	240
2009	1519
1512	1509
207	3303
194	2126
3510	3091
13	4933
4347	3117
4839	3639
3076	4012
4075	2732
2444	87
3245	2753
2175	1135
1667	3764
4301	165
1000	4523
220	2277
850	3394
189	14
2091	3871
25	983
3620	4060
