0	1
1	2
0	3
2	4
1	5
0	6
6	7
6	8
4	9
4	10
1	11
8	12
7	13
9	14
11	15
15	16
9	17
1	18
10	19
3	20
9	21
17	22
10	23
5	24
3	25
8	26
1	27
19	28
2	29
12	30
5	31
10	32
27	33
14	34
25	35
16	36
10	37
28	38
8	39
10	40
34	41
2	42
35	43
31	44
35	45
33	46
32	47
22	48
28	49
30	50
48	51
37	52
34	53
10	54
27	55
46	56
50	57
53	58
41	59
58	60
41	61
56	62
52	63
22	64
53	65
45	66
2	67
52	68
3	69
5	70
35	71
14	72
29	73
37	74
70	75
27	76
10	77
55	78
37	79
59	80
69	81
57	82
24	83
40	84
67	85
10	86
79	87
10	88
52	89
26	90
19	91
4	92
25	93
84	94
3	95
16	96
81	97
94	98
35	99
47	100
